,Date,Time,Day,Station,Code,Min Delay,Min Gap,Bound,Line,Vehicle,Code Description
223,2020-08-06,21:57,Thursday,COXWELL STATION,MUNOA,0,0,E,BD,0,No Operator Immediately Available - Not E.S.A. Related 
224,2020-08-06,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
225,2020-08-06,22:12,Thursday,DONLANDS STATION,EUAL,6,12,E,BD,5224,Alternating Current
226,2020-08-06,22:39,Thursday,COXWELL STATION,MUNOA,0,0,E,BD,0,No Operator Immediately Available - Not E.S.A. Related 
227,2020-08-06,23:43,Thursday,KIPLING STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
228,2020-08-07,00:13,Friday,DUFFERIN STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
229,2020-08-07,00:42,Friday,EGLINTON STATION,MUSC,0,0,N,YU,5646,Miscellaneous Speed Control
230,2020-08-07,01:52,Friday,LANSDOWNE STATION,MUIRS,0,0,W,BD,5033,Injured or ill Customer (In Station) - Medical Aid Refused
231,2020-08-07,05:51,Friday,EGLINTON STATION,MUSC,3,8,N,YU,5646,Miscellaneous Speed Control
232,2020-08-07,06:48,Friday,BATHURST STATION,MUI,10,15,E,BD,5321,Injured or ill Customer (On Train) - Transported
233,2020-08-07,07:07,Friday,NORTH YORK CTR STATION,PUSTS,3,6,S,YU,6016,Signals - Train Stops
234,2020-08-07,07:23,Friday,WELLESLEY STATION,MUIE,0,0,N/A,YU,0,Injured Employee
235,2020-08-07,09:47,Friday,KIPLING STATION,PUSCR,3,6,E,BD,5017,Subway Car Radio Fault 
236,2020-08-07,09:55,Friday,ISLINGTON STATION,TUMVS,0,0,E,BD,5164,Operator Violated Signal
237,2020-08-07,10:32,Friday,MUSEUM STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
238,2020-08-07,10:37,Friday,QUEEN STATION,MUSC,0,0,N,YU,5411,Miscellaneous Speed Control
239,2020-08-07,11:20,Friday,SUMMERHILL STATION,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
240,2020-08-07,12:07,Friday,OLD MILL STATION,EUVA,18,21,E,BD,5216,Warning Alarm Systems
241,2020-08-07,13:44,Friday,VAUGHAN MC STATION,TUNIP,3,6,N,YU,5541,Operator Not In Position
242,2020-08-07,15:12,Friday,ELLESMERE STATION,MRUI,0,0,S,SRT,3020,Injured or ill Customer (On Train) - Transported
243,2020-08-07,15:59,Friday,SUMMERHILL STATION,MUPAA,3,6,S,YU,5556,Passenger Assistance Alarm Activated - No Trouble Found
244,2020-08-07,17:34,Friday,MIDLAND STATION,MRO,5,10,S,SRT,3024,Miscellaneous Other
245,2020-08-07,17:35,Friday,ST GEORGE YUS STATION,SUUT,6,9,S,YU,5551,Unauthorized at Track Level
246,2020-08-07,17:53,Friday,UNION STATION,MUPAA,3,6,N,YU,5791,Passenger Assistance Alarm Activated - No Trouble Found
247,2020-08-07,19:05,Friday,SUMMERHILL STATION,TUOS,3,6,S,YU,5536,Operator Overshot Platform
248,2020-08-07,19:16,Friday,QUEEN'S PARK STATION,SUDP,0,0,N,YU,5756,Disorderly Patron
249,2020-08-07,20:15,Friday,BESSARION STATION,TUMVS,8,14,E,SHP,6191,Operator Violated Signal
250,2020-08-07,22:00,Friday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
251,2020-08-07,22:06,Friday,FINCH STATION,MUSC,0,0,S,YU,6121,Miscellaneous Speed Control
252,2020-08-07,22:06,Friday,WARDEN STATION,SUDP,5,11,W,BD,5180,Disorderly Patron
253,2020-08-07,22:30,Friday,DAVISVILLE STATION,MUPAA,0,0,S,YU,5746,Passenger Assistance Alarm Activated - No Trouble Found
254,2020-08-07,22:41,Friday,DUNDAS STATION,SUO,0,0,S,YU,5746,Passenger Other
255,2020-08-07,22:42,Friday,DUNDAS WEST STATION,MUIS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Transported
256,2020-08-08,00:05,Saturday,EGLINTON WEST STATION,EUDO,6,11,S,YU,5466,Door Problems - Faulty Equipment
257,2020-08-08,01:16,Saturday,ST CLAIR STATION (LEAV,SUDP,0,0,S,YU,5701,Disorderly Patron
258,2020-08-08,01:24,Saturday,LEAVING SHEPPARD/YONGE,TUSC,0,0,E,SHP,6186,Operator Overspeeding
259,2020-08-08,01:54,Saturday,BAY STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
260,2020-08-08,01:56,Saturday,BATHURST STATION,SUDP,0,0,N/A,BD,0,Disorderly Patron
261,2020-08-08,02:17,Saturday,ST GEORGE YUS STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
262,2020-08-08,05:43,Saturday,FINCH STATION,EUSC,3,8,S,YU,5731,Speed Control Equipment  
263,2020-08-08,06:00,Saturday,ST CLAIR TO UNION STAT,MUO,0,0,N/A,YU,0,Miscellaneous Other
264,2020-08-08,06:03,Saturday,MAIN STREET STATION,EUSC,0,0,W,BD,5231,Speed Control Equipment  
265,2020-08-08,06:17,Saturday,SUMMERHILL STATION,TUMVS,3,8,S,YU,5676,Operator Violated Signal
266,2020-08-08,07:33,Saturday,ST CLAIR WEST STATION,SUUT,3,5,N,YU,5576,Unauthorized at Track Level
267,2020-08-08,07:44,Saturday,MAIN STREET STATION,EUSC,0,0,W,BD,5231,Speed Control Equipment  
268,2020-08-08,09:07,Saturday,UNION STATION,MUATC,4,9,N,YU,5381,ATC Project
269,2020-08-08,09:13,Saturday,EGLINTON STATION,SUDP,0,0,S,YU,5676,Disorderly Patron
270,2020-08-08,10:52,Saturday,NORTH YORK CTR STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
271,2020-08-08,11:15,Saturday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0,Weather Reports / Related Delays
272,2020-08-08,11:25,Saturday,WARDEN STATION,EUCO,5,9,W,BD,5244,Couplers
273,2020-08-08,11:53,Saturday,HIGH PARK STATION,MUIS,0,0,W,BD,5056,Injured or ill Customer (In Station) - Transported
274,2020-08-08,13:38,Saturday,CHRISTIE STATION,MUPAA,0,0,E,BD,5106,Passenger Assistance Alarm Activated - No Trouble Found
275,2020-08-08,14:10,Saturday,UNION STATION,MUATC,4,9,S,YU,6116,ATC Project
276,2020-08-08,14:55,Saturday,KIPLING STATION,TUMVS,0,0,W,BD,5134,Operator Violated Signal
277,2020-08-08,17:50,Saturday,BLOOR STATION,SUUT,0,0,S,YU,0,Unauthorized at Track Level
278,2020-08-08,17:50,Saturday,ST CLAIR STATION,SUUT,5,10,S,YU,5701,Unauthorized at Track Level
279,2020-08-08,18:56,Saturday,PIONEER VILLAGE STATIO,MUIRS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
280,2020-08-08,19:09,Saturday,VAUGHAN MC STATION,MUATC,5,10,S,YU,5571,ATC Project
281,2020-08-08,20:19,Saturday,SCARBOROUGH CTR STATIO,PREL,0,0,W,SRT,0,Escalator/Elevator Incident
282,2020-08-08,20:30,Saturday,WELLESLEY STATION,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
283,2020-08-08,21:24,Saturday,YORK MILLS STATION,MUPAA,0,0,S,YU,5601,Passenger Assistance Alarm Activated - No Trouble Found
284,2020-08-08,21:39,Saturday,KENNEDY BD STATION,MUSAN,4,10,E,BD,5210,Unsanitary Vehicle
285,2020-08-08,22:00,Saturday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
286,2020-08-08,22:43,Saturday,ST GEORGE YUS STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
287,2020-08-09,05:44,Sunday,UNION STATION,MUNCA,0,0,N/A,YU,0,
288,2020-08-09,08:00,Sunday,BLOOR TO ST ANDREW STA,MUO,0,0,N/A,YU,0,Miscellaneous Other
289,2020-08-09,08:12,Sunday,FINCH STATION,EUSC,0,0,S,YU,5731,Speed Control Equipment  
290,2020-08-09,08:42,Sunday,ELLESMERE STATION,ERNT,6,12,N,SRT,3005,Equipment - No Trouble Found
291,2020-08-09,10:56,Sunday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0,Weather Reports / Related Delays
292,2020-08-09,11:56,Sunday,YONGE BD STATION,MUDD,6,10,W,BD,5097,Door Problems - Debris Related
293,2020-08-09,13:49,Sunday,PAPE STATION,EUTR,4,8,W,BD,5111,Trucks
294,2020-08-09,14:47,Sunday,DAVISVILLE STATION,MUPAA,0,0,N,YU,5831,Passenger Assistance Alarm Activated - No Trouble Found
295,2020-08-09,16:20,Sunday,JANE STATION,PUTSC,0,0,E,BD,5207,Signal Control Problem - Track
296,2020-08-09,16:47,Sunday,OLD MILL STATION,SUDP,12,16,W,BD,5164,Disorderly Patron
297,2020-08-09,17:21,Sunday,ST CLAIR STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
298,2020-08-09,17:26,Sunday,KING STATION,MUNCA,0,0,N/A,YU,0,
299,2020-08-09,18:21,Sunday,QUEEN'S PARK STATION,SUO,0,0,N/A,YU,0,Passenger Other
300,2020-08-09,19:22,Sunday,LESLIE STATION,TUMVS,0,0,E,SHP,6141,Operator Violated Signal
301,2020-08-09,20:16,Sunday,PIONEER VILLAGE STATIO,MUPAA,0,0,S,YU,5471,Passenger Assistance Alarm Activated - No Trouble Found
302,2020-08-09,21:11,Sunday,ST CLAIR WEST STATION,MUPAA,0,0,S,YU,5486,Passenger Assistance Alarm Activated - No Trouble Found
303,2020-08-09,21:17,Sunday,DUNDAS WEST STATION,SUROB,0,0,N/A,BD,0,Robbery
304,2020-08-09,21:42,Sunday,VICTORIA PARK STATION,SUDP,15,19,W,BD,5320,Disorderly Patron
305,2020-08-09,22:00,Sunday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
306,2020-08-09,23:25,Sunday,OSGOODE STATION,EUPI,3,8,S,YU,5746,Propulsion System
307,2020-08-09,23:45,Sunday,YONGE AND QUEEN,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
308,2020-08-10,01:18,Monday,UNION STATION,MUPAA,5,10,N,YU,5811,Passenger Assistance Alarm Activated - No Trouble Found
309,2020-08-10,05:46,Monday,KEELE STATION,MUSC,0,0,W,BD,5264,Miscellaneous Speed Control
310,2020-08-10,06:00,Monday,QUEEN STATION,PUTO,5,9,S,YU,5541,T&S Other
311,2020-08-10,06:18,Monday,QUEEN STATION,TUO,5,9,S,YU,0,Transportation Department - Other
312,2020-08-10,07:43,Monday,VAUGHAN MC STATION,MUTO,0,0,S,YU,5651,Misc. Transportation Other - Employee Non-Chargeable
313,2020-08-10,07:46,Monday,VAUGHAN MC STATION,TUO,0,0,S,YU,5606,Transportation Department - Other
314,2020-08-10,08:16,Monday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0,Weather Reports / Related Delays
315,2020-08-10,11:00,Monday,QUEEN STATION,SUO,9,12,S,YU,6061,Passenger Other
316,2020-08-10,11:04,Monday,COXWELL STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
317,2020-08-10,11:36,Monday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,5466,Operator Not In Position
318,2020-08-10,11:49,Monday,JANE STATION,MUIRS,0,0,W,BD,5040,Injured or ill Customer (In Station) - Medical Aid Refused
319,2020-08-10,12:11,Monday,FINCH STATION,TUNIP,3,6,S,YU,5786,Operator Not In Position
320,2020-08-10,12:34,Monday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,6091,Operator Not In Position
321,2020-08-10,12:39,Monday,VAUGHAN MC STATION,TUNIP,3,6,S,YU,5456,Operator Not In Position
322,2020-08-10,13:41,Monday,LANSDOWNE STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
323,2020-08-10,16:48,Monday,PIONEER VILLAGE STATIO,EUDO,4,7,S,YU,5646,Door Problems - Faulty Equipment
324,2020-08-10,17:13,Monday,SHEPPARD-YONGE STATION,MUIS,0,0,N/A,SHP,0,Injured or ill Customer (In Station) - Transported
325,2020-08-10,19:36,Monday,FINCH STATION,TUSC,0,0,N,YU,5706,Operator Overspeeding
326,2020-08-10,20:07,Monday,JANE STATION,SUAP,0,0,N/A,BD,0,Assault / Patron Involved
327,2020-08-10,20:14,Monday,BLOOR STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
328,2020-08-10,22:00,Monday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
329,2020-08-10,22:47,Monday,LAWRENCE WEST STATION,MUIRS,0,0,N,YU,5716,Injured or ill Customer (In Station) - Medical Aid Refused
330,2020-08-11,00:25,Tuesday,OSSINGTON STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
331,2020-08-11,01:54,Tuesday,KIPLING STATION,MUI,0,0,E,BD,0,Injured or ill Customer (On Train) - Transported
332,2020-08-11,06:04,Tuesday,DAVISVILLE STATION,EUNEA,4,9,N,YU,6051,No Equipment Available
333,2020-08-11,08:20,Tuesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,N/A,SRT,0,Weather Reports / Related Delays
334,2020-08-11,08:36,Tuesday,LAWRENCE STATION,EUBK,3,6,N,YU,5646,Brakes
335,2020-08-11,09:26,Tuesday,SHERBOURNE STATION,SUO,0,0,E,BD,5031,Passenger Other
336,2020-08-11,12:53,Tuesday,KENNEDY BD STATION,SUAE,0,0,N/A,BD,0,Assault / Employee Involved
337,2020-08-11,15:06,Tuesday,DONLANDS STATION,SUUT,6,9,W,BD,5154,Unauthorized at Track Level
338,2020-08-11,15:14,Tuesday,DONLANDS STATION,MUIE,3,6,W,BD,5154,Injured Employee
339,2020-08-11,15:55,Tuesday,EGLINTON WEST STATION,MUATC,5,8,N,YU,5551,ATC Project
340,2020-08-11,16:00,Tuesday,DAVISVILLE STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
341,2020-08-11,16:45,Tuesday,DAVISVILLE STATION,PUSCR,3,6,S,YU,5451,Subway Car Radio Fault 
342,2020-08-11,17:00,Tuesday,KIPLING STATION,TUMVS,3,6,E,BD,5087,Operator Violated Signal
343,2020-08-11,17:15,Tuesday,VAUGHAN MC STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
344,2020-08-11,17:26,Tuesday,DAVISVILLE STATION,SUDP,5,8,N,YU,5476,Disorderly Patron
345,2020-08-11,18:22,Tuesday,YORK MILLS STATION,TUSC,0,0,S,YU,5796,Operator Overspeeding
346,2020-08-11,18:29,Tuesday,DAVISVILLE STATION,SUDP,3,6,N,YU,5706,Disorderly Patron
347,2020-08-11,19:03,Tuesday,VAUGHAN MC STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
348,2020-08-11,19:15,Tuesday,BROADVIEW STATION,SUDP,3,8,E,BD,5087,Disorderly Patron
349,2020-08-11,19:44,Tuesday,KEELE STATION,MUDD,4,10,W,BD,5120,Door Problems - Debris Related
350,2020-08-11,20:35,Tuesday,SHEPPARD-YONGE STATION,TUMVS,0,0,W,SHP,6196,Operator Violated Signal
351,2020-08-11,21:36,Tuesday,PIONEER VILLAGE STATIO,SUO,0,0,N/A,YU,0,Passenger Other
352,2020-08-11,21:52,Tuesday,BLOOR STATION,TUMVS,5,10,S,YU,5581,Operator Violated Signal
353,2020-08-11,22:06,Tuesday,QUEEN STATION,SUUT,14,19,S,YU,5386,Unauthorized at Track Level
354,2020-08-11,22:32,Tuesday,ST CLAIR STATION,SUDP,0,0,N,YU,5501,Disorderly Patron
355,2020-08-11,23:15,Tuesday,BROADVIEW STATION,SUO,0,0,N/A,BD,0,Passenger Other
356,2020-08-11,23:37,Tuesday,SHERBOURNE STATION,SUDP,9,15,E,BD,5175,Disorderly Patron
357,2020-08-12,01:20,Wednesday,KENNEDY BD STATION,MUIRS,0,0,N/A,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
358,2020-08-12,01:28,Wednesday,VAUGHAN MC STATION,SUDP,8,13,S,YU,6006,Disorderly Patron
359,2020-08-12,01:56,Wednesday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
360,2020-08-12,02:14,Wednesday,ISLINGTON STATION,TUMVS,0,0,E,BD,5051,Operator Violated Signal
361,2020-08-12,06:45,Wednesday,ST GEORGE BD STATION,EUDO,5,8,W,BD,5238,Door Problems - Faulty Equipment
362,2020-08-12,07:16,Wednesday,QUEEN'S PARK STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
363,2020-08-12,07:28,Wednesday,FINCH WEST STATION,EUTL,3,6,N,YU,5471,Trainline System
364,2020-08-12,07:34,Wednesday,LESLIE STATION,TUSC,0,0,W,SHP,5146,Operator Overspeeding
365,2020-08-12,10:41,Wednesday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,B,SRT,0,Weather Reports / Related Delays
366,2020-08-12,11:08,Wednesday,BLOOR STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
367,2020-08-12,12:36,Wednesday,JANE STATION,PUEO,5,8,E,BD,5196,
368,2020-08-12,12:37,Wednesday,OLD MILL STATION,PUEO,0,0,W,BD,5138,
369,2020-08-12,13:19,Wednesday,WILSON YARD PLANT BUIL,MUO,0,0,N/A,N/A,0,Miscellaneous Other
370,2020-08-12,13:42,Wednesday,QUEEN'S PARK STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
371,2020-08-12,14:08,Wednesday,FINCH STATION,MUSAN,3,6,S,YU,5621,Unsanitary Vehicle
372,2020-08-12,14:30,Wednesday,BLOOR STATION,SUDP,4,7,N,YU,5836,Disorderly Patron
373,2020-08-12,14:42,Wednesday,ST CLAIR STATION,MUIRS,0,0,S,YU,0,Injured or ill Customer (In Station) - Medical Aid Refused
374,2020-08-12,14:57,Wednesday,YONGE BD STATION,SUUT,9,12,E,BD,5160,Unauthorized at Track Level
375,2020-08-12,15:31,Wednesday,SHEPPARD STATION,MUPAA,0,0,N,YU,5441,Passenger Assistance Alarm Activated - No Trouble Found
376,2020-08-12,16:40,Wednesday,LAWRENCE EAST STATION,SRDP,5,11,N,SRT,3001,Disorderly Patron
377,2020-08-12,17:24,Wednesday,KIPLING STATION,MUNOA,3,6,W,BD,0,No Operator Immediately Available - Not E.S.A. Related 
378,2020-08-12,17:37,Wednesday,SPADINA BD STATION,SUEAS,8,11,E,BD,5170,Emergency Alarm Station Activation
379,2020-08-12,17:50,Wednesday,BAYVIEW STATION,TUOS,24,30,E,SHP,6171,Operator Overshot Platform
380,2020-08-12,17:56,Wednesday,KEELE STATION,MUIRS,0,0,W,BD,0,Injured or ill Customer (In Station) - Medical Aid Refused
381,2020-08-12,17:56,Wednesday,WILSON STATION,EUDO,3,6,N,YU,5506,Door Problems - Faulty Equipment
382,2020-08-12,21:54,Wednesday,COXWELL STATION,MUNOA,6,12,E,BD,0,No Operator Immediately Available - Not E.S.A. Related 
383,2020-08-12,22:00,Wednesday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
384,2020-08-12,22:32,Wednesday,FINCH STATION,MUI,5,10,S,YU,5926,Injured or ill Customer (On Train) - Transported
385,2020-08-12,23:19,Wednesday,KING STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
386,2020-08-13,00:02,Thursday,EGLINTON STATION,PUTWZ,5,10,N,YU,6046,Work Zone Problems - Track
387,2020-08-13,06:02,Thursday,MCCOWAN STATION,ERTR,5,10,S,SRT,0,Trucks
388,2020-08-13,06:07,Thursday,MCCOWAN STATION,ERTR,5,10,S,SRT,0,Trucks
389,2020-08-13,06:56,Thursday,PIONEER VILLAGE STATIO,MUATC,5,8,N,YU,6046,ATC Project
390,2020-08-13,07:44,Thursday,NORTH YORK CTR STATION,EUSC,0,0,S,YU,5731,Speed Control Equipment  
391,2020-08-13,09:04,Thursday,FINCH STATION,MUTO,0,0,S,YU,5741,Misc. Transportation Other - Employee Non-Chargeable
392,2020-08-13,10:38,Thursday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,S,SRT,0,Weather Reports / Related Delays
393,2020-08-13,11:11,Thursday,GREENWOOD STATION,PUMST,0,0,N/A,BD,0,Station Stairway Incident 
394,2020-08-13,12:05,Thursday,RUNNYMEDE STATION,MUIR,6,9,E,BD,5238,Injured or ill Customer (On Train) - Medical Aid Refused
395,2020-08-13,12:19,Thursday,OSSINGTON STATION,MUIR,3,6,E,BD,5238,Injured or ill Customer (On Train) - Medical Aid Refused
396,2020-08-13,12:56,Thursday,KENNEDY BD STATION,MUIR,3,6,W,BD,5238,Injured or ill Customer (On Train) - Medical Aid Refused
397,2020-08-13,13:08,Thursday,WILSON STATION,PUTO,0,0,N/A,YU,0,T&S Other
398,2020-08-13,13:44,Thursday,ROYAL YORK STATION,MUNCA,0,0,N/A,BD,0,
399,2020-08-13,13:48,Thursday,EGLINTON STATION,MUTO,5,8,N,YU,5921,Misc. Transportation Other - Employee Non-Chargeable
400,2020-08-13,14:02,Thursday,EGLINTON WEST STATION,MUIR,4,7,N,YU,5876,Injured or ill Customer (On Train) - Medical Aid Refused
401,2020-08-13,14:05,Thursday,SHEPPARD WEST STATION,PUMEL,0,0,N/A,YU,0,Escalator/Elevator Incident
402,2020-08-13,14:53,Thursday,FINCH STATION,TUSC,0,0,S,YU,5481,Operator Overspeeding
403,2020-08-13,16:22,Thursday,PIONEER VILLAGE STATIO,MUPAA,0,0,N,YU,5941,Passenger Assistance Alarm Activated - No Trouble Found
404,2020-08-13,16:40,Thursday,VICTORIA PARK STATION,MUIR,4,7,E,BD,5051,Injured or ill Customer (On Train) - Medical Aid Refused
405,2020-08-13,16:44,Thursday,WILSON STATION,SUDP,0,0,N,YU,6106,Disorderly Patron
406,2020-08-13,17:05,Thursday,COXWELL STATION,MUNOA,3,6,E,BD,5348,No Operator Immediately Available - Not E.S.A. Related 
407,2020-08-13,17:22,Thursday,SHEPPARD STATION,TUMVS,6,9,N,YU,6066,Operator Violated Signal
408,2020-08-13,18:02,Thursday,SUMMERHILL STATION,TUOS,3,6,S,YU,6011,Operator Overshot Platform
409,2020-08-13,18:06,Thursday,DONLANDS STATION,SUO,0,0,N/A,BD,0,Passenger Other
410,2020-08-13,18:08,Thursday,WARDEN STATION,TUCC,0,0,E,BD,5083,Transit Control Related Problems
411,2020-08-13,18:13,Thursday,GREENWOOD STATION,EUCA,3,6,W,BD,5087,Compressed Air
412,2020-08-13,18:24,Thursday,BROADVIEW STATION,SUDP,4,7,W,BD,5262,Disorderly Patron
413,2020-08-13,18:32,Thursday,EGLINTON WEST STATION,MUNCA,0,0,N/A,YU,0,
414,2020-08-13,19:41,Thursday,YORKDALE STATION,MUPAA,0,0,N,YU,5906,Passenger Assistance Alarm Activated - No Trouble Found
415,2020-08-13,19:54,Thursday,YONGE BD STATION,SUO,0,0,N/A,BD,0,Passenger Other
416,2020-08-13,20:21,Thursday,EGLINTON STATION,TUMVS,3,6,S,YU,5651,Operator Violated Signal
417,2020-08-13,20:31,Thursday,FINCH STATION,TUSC,0,0,N,YU,5946,Operator Overspeeding
418,2020-08-13,20:38,Thursday,DAVISVILLE STATION,SUDP,10,15,N,YU,5736,Disorderly Patron
419,2020-08-13,20:38,Thursday,DON MILLS STATION,MUIS,0,0,W,SHP,6166,Injured or ill Customer (In Station) - Transported
420,2020-08-13,20:41,Thursday,DAVISVILLE STATION,SUDP,0,0,S,YU,5606,Disorderly Patron
421,2020-08-13,21:10,Thursday,BLOOR STATION,SUDP,4,9,N,YU,5461,Disorderly Patron
422,2020-08-13,21:27,Thursday,COXWELL STATION,MUNOA,6,12,E,BD,5106,No Operator Immediately Available - Not E.S.A. Related 
423,2020-08-13,22:00,Thursday,YONGE-UNIVERSITY AND B,MUO,0,0,N/A,YU/BD,0,Miscellaneous Other
424,2020-08-13,23:06,Thursday,DAVISVILLE CARHOUSE,MUIE,0,0,N/A,YUS,0,Injured Employee
425,2020-08-14,00:34,Friday,FINCH STATION,MUIS,0,0,N/A,YU,0,Injured or ill Customer (In Station) - Transported
426,2020-08-14,01:37,Friday,DUFFERIN STATION,PUMST,0,0,N/A,BD,0,Station Stairway Incident 
427,2020-08-14,02:14,Friday,LAWRENCE WEST STATION,SUDP,0,0,N/A,YU,0,Disorderly Patron
428,2020-08-14,04:57,Friday,KIPLING STATION,PUMEL,0,0,N/A,BD,0,Escalator/Elevator Incident
429,2020-08-14,05:40,Friday,ISLINGTON STATION,MUNCA,0,0,N/A,BD,0,
430,2020-08-14,06:03,Friday,PIONEER VILLAGE STATIO,EUDO,4,0,N,YU,5806,Door Problems - Faulty Equipment
431,2020-08-14,06:07,Friday,MCCOWAN STATION,ERTR,5,10,S,SRT,3000,Trucks
432,2020-08-14,06:12,Friday,VAUGHAN MC STATION,MUO,7,10,S,YU,5841,Miscellaneous Other
433,2020-08-14,07:42,Friday,QUEEN STATION,TUO,11,14,S,YU,6051,Transportation Department - Other
434,2020-08-14,08:02,Friday,FINCH STATION,SUDP,3,6,S,YU,5701,Disorderly Patron
435,2020-08-14,08:04,Friday,YONGE BD STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
436,2020-08-14,08:19,Friday,ST CLAIR WEST STATION,SUAE,0,0,N/A,YU,0,Assault / Employee Involved
437,2020-08-14,08:27,Friday,ST GEORGE YUS STATION,SUAE,4,7,S,YU,5871,Assault / Employee Involved
438,2020-08-14,09:21,Friday,KIPLING STATION,TUMVS,0,0,W,BD,5262,Operator Violated Signal
439,2020-08-14,09:27,Friday,QUEEN STATION,MUPAA,3,6,S,YU,5576,Passenger Assistance Alarm Activated - No Trouble Found
440,2020-08-14,09:29,Friday,SCARBOROUGH RAPID TRAN,MRWEA,0,0,W,SRT,3000,Weather Reports / Related Delays
441,2020-08-14,10:18,Friday,VAUGHAN MC STATION,SUDP,4,7,S,YU,5576,Disorderly Patron
442,2020-08-14,11:13,Friday,DUNDAS STATION,MUIS,0,0,S,YU,0,Injured or ill Customer (In Station) - Transported
443,2020-08-14,11:14,Friday,CHESTER STATION,SUCOL,0,0,W,BD,5078,Collector Booth Alarm Activated
444,2020-08-14,11:16,Friday,ST CLAIR WEST STATION,MUO,3,6,S,YU,5766,Miscellaneous Other
445,2020-08-14,11:58,Friday,KIPLING STATION,SUDP,3,6,E,BD,5216,Disorderly Patron
446,2020-08-14,13:06,Friday,MCCOWAN STATION,MRPLB,10,16,S,SRT,3006,Fire/Smoke Plan B
447,2020-08-14,13:12,Friday,ROYAL YORK STATION,MUIS,0,0,E,BD,0,Injured or ill Customer (In Station) - Transported
448,2020-08-14,13:31,Friday,CASTLE FRANK STATION,MUIS,0,0,W,BD,0,Injured or ill Customer (In Station) - Transported
449,2020-08-14,14:10,Friday,DAVISVILLE STATION,MUPLB,9,12,S,YU,5941,Fire/Smoke Plan B - Source TTC
450,2020-08-14,15:02,Friday,JANE STATION,SUUT,45,48,E,BD,5106,Unauthorized at Track Level
